1000 5000
932 177 4
933 369 18
933 547 39
933 600 78
933 253 86
933 913 84
933 103 65
933 184 41
933 245 97
934 567 93
934 193 6
934 914 56
934 436 38
934 496 75
934 109 58
934 347 17
934 513 78
935 472 67
935 712 49
935 888 34
935 280 20
936 490 66
936 204 19
936 620 65
936 504 53
937 395 83
937 757 73
937 748 72
937 459 70
937 790 76
937 50 41
937 192 37
937 602 65
937 180 73
938 598 42
938 133 74
938 466 25
938 284 62
939 207 77
939 599 92
939 824 72
939 51 49
940 968 39
940 860 91
940 418 74
940 27 78
940 2 49
940 724 66
940 399 14
941 331 9
941 661 48
941 896 94
941 146 62
941 623 97
941 810 80
941 367 82
941 80 76
941 312 66
942 517 94
942 577 11
943 164 23
943 366 31
944 227 60
944 4 99
944 480 42
944 805 52
944 538 54
944 619 89
944 887 60
944 257 22
944 96 10
945 59 30
945 778 63
945 513 24
945 951 39
945 953 68
945 403 79
946 808 54
946 329 10
947 425 0
947 595 33
947 456 2
947 276 54
947 601 99
947 989 36
948 787 28
948 970 21
948 796 0
949 344 16
949 239 29
949 312 46
949 274 81
949 675 24
950 25 42
950 617 88
950 779 54
950 351 60
951 531 47
951 632 42
951 945 39
951 893 1
952 744 42
952 711 60
952 114 12
952 621 25
952 493 24
952 742 31
953 463 50
953 945 68
953 876 90
953 285 18
954 687 96
954 96 47
954 331 99
955 110 65
955 704 67
955 688 64
956 229 86
956 890 83
956 702 80
957 330 97
957 664 29
957 460 48
958 687 98
958 625 13
958 564 60
959 925 58
959 476 95
960 497 85
960 147 17
960 73 66
960 429 39
960 388 17
960 531 13
961 43 50
961 377 88
961 692 70
962 282 96
962 558 62
962 366 55
962 476 97
963 497 67
963 674 61
963 526 59
964 783 9
964 143 12
964 98 34
964 433 58
964 795 24
964 800 72
965 607 21
965 774 75
965 521 94
965 740 58
965 500 7
966 611 76
966 581 5
966 691 69
966 967 65
966 924 81
967 558 47
967 335 79
967 577 84
967 588 55
967 620 30
967 966 65
968 908 59
968 940 39
968 310 93
968 563 12
968 708 73
968 61 93
969 543 97
969 801 92
969 86 64
969 338 80
970 25 36
970 849 53
970 948 21
970 351 52
970 878 19
971 729 54
971 98 65
971 541 96
972 621 79
972 610 85
972 79 74
972 271 83
972 205 66
973 665 28
973 86 92
973 855 32
973 271 16
973 815 91
973 445 53
973 987 51
974 500 29
974 667 17
974 127 63
974 332 85
974 793 41
974 286 82
975 217 90
975 398 72
975 568 82
975 146 89
975 462 22
976 405 75
976 481 43
976 604 63
977 293 42
977 852 97
977 105 43
977 388 84
977 651 67
978 177 33
978 573 14
979 267 58
979 923 15
979 828 29
979 227 36
979 266 41
979 43 81
980 598 98
980 293 8
980 821 29
981 631 10
981 894 29
981 760 34
982 274 90
982 591 45
982 214 24
982 926 6
982 601 37
982 704 78
982 489 72
982 712 77
983 592 64
983 225 93
983 861 64
983 750 19
984 890 91
984 438 38
984 336 50
984 782 57
985 5 91
985 931 30
985 636 15
985 570 53
986 187 78
986 767 31
986 455 79
986 768 58
986 746 20
986 991 75
987 84 84
987 421 55
987 973 51
987 658 94
987 105 7
988 200 23
988 920 2
988 115 31
988 167 76
988 150 83
988 905 50
988 585 16
989 691 27
989 124 53
989 428 16
989 868 5
989 492 82
989 165 42
989 947 36
990 497 93
990 618 74
990 114 48
990 85 16
990 865 63
991 626 66
991 986 75
991 90 35
992 846 36
992 13 52
992 21 61
992 5 97
992 891 26
992 83 49
993 745 65
993 408 7
993 220 0
993 835 11
993 777 28
993 96 36
994 403 52
994 995 16
994 620 26
995 994 16
995 359 43
995 731 32
995 601 25
995 873 37
996 847 62
996 653 91
996 640 86
996 848 1
996 667 23
996 307 85
996 565 94
997 95 52
997 69 46
997 344 91
997 101 54
997 294 80
997 264 23
997 867 0
997 643 71
998 433 59
998 901 59
998 582 55
998 294 73
998 161 24
998 833 27
998 700 99
998 574 54
998 529 90
998 115 91
998 738 22
998 883 42
999 37 13
999 567 14
999 287 62
999 171 71
999 431 76
1000 211 77
1000 530 49
1000 489 42
